YYYY-MM-DD HH:MM   1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1665-08-20 06:04   Sir G. Carteret come and walked by my bedside half an houre, talking and telling me how my Lord is in this unblameable in all this ill-success, he having followed orders; and that all ought to be imputed to the falseness of the King of Denmarke.

1665-08-19 23:58   So to sleep; being very well, but weary, and the better by having carried with me a bottle of strong water; whereof now and then a sip did me good.

1665-08-19 22:59   In the dark I perceive an old house new building with a great deal of rubbish, and was fain to go up a ladder to Sir G. Carteret’s chamber. And there in his bed I sat down, and told him all my bad news, which troubled him mightily.

1665-08-19 22:08   To Stanes, and there by this time it was dark night, and got a guide who lost his way in the forest, till by help of the moone (which recompenses me for all the pains I ever took about studying of her motions) I led my guide into the way back again.

1665-08-19 18:32   I by water to Charing-Cross, to the post-house, and there the people tell me they are shut up; and so I went to the new post-house, and there got a guide and horses to Hounslow.

1665-08-19 13:07   Our fleet is come home to our great grief with not above five weeks’ dry, and six days’ wet provisions: however, must out again; and the Duke hath ordered the Soveraigne, and all other ships ready, to go out to the fleet to strengthen them.

1665-08-19 13:05   My Lord having commanded Teddiman with twenty-two ships to go to Bergen, Teddiman began to play at the Dutch ships, and in three hours’ time they did cut all our cables, so as the wind being off the land, did force us to go out, we having lost five commanders.

1665-08-19 03:04   I late in the dark to Gravesend, where great is the plague, and I troubled to stay there so long for the tide. At 10 at night, having supped, I took boat alone, and slept well all the way to the Tower dock.

1665-08-18 15:10   Arguing with the Commissioner about his proposing the laying out so much money upon Sheerenesse, unless it be to the slighting of Chatham yard, for it is much a better place than Chatham.

1665-08-18 14:20   To the Hill house at Chatham and there dined, and after dinner spent some time discoursing of business.

1665-08-18 08:37   To Sheernesse, where we walked up and down, laying out the ground to be taken in for a yard to lay provisions for cleaning and repairing of ships, and a most proper place it is for the purpose.

1665-08-18 06:15   Up and dressed ourselves, and to sail again down to the Soveraigne at the buoy of the Nore, a noble ship, now rigged and fitted and manned.

1665-08-18 03:40   As we grew sleepy, went in and upon velvet cushions of the King’s that belong to the yacht fell to sleep, which we all did pretty well, having risen in the night to look for a new comet which is said to have lately shone, but we could see no such thing.

1665-08-17 22:09   Short of Gravesend we come to an anchor, and to supper mighty merry, and after it, being moonshine, we out of the cabbin to laugh and talk.

1665-08-17 16:28   We down to the water and by boat to Greenwich to the Bezan yacht, where Sir W. Batten, Sir J. Minnes, my Lord Bruncker and myself, with some servants, embarked in the yacht.

1665-08-16 16:40   I had the ill news from Dagenhams, that my poor lord of Hinchingbroke his indisposition is turned to the small-pox. Poor gentleman! that he should be come from France so soon to fall sick.

1665-08-16 13:37   Mighty merry with Captain Cocke and Fenn at Sir G. Smith’s, and a brave dinner, but I think Cocke is the greatest epicure that is, eats and drinks with the greatest pleasure and liberty that ever man did.

1665-08-16 10:30   Contrary news to-day upon the ’Change, some that our fleet hath taken some of the Dutch East India ships, others that we did attaque it and were repulsed, others that our fleet is in great danger by meeting with almost 100 sail of men of war.

1665-08-16 09:13   To the Exchange, where I have not been a great while. But, Lord! how sad a sight it is to see the streets empty of people, and very few upon the ’Change. About us two shops in three, if not more, generally shut up.

1665-08-15 21:58   I land at Church-yard stairs, where, to my great trouble, I met a dead corps of the plague, in the narrow ally just bringing down a little pair of stairs. But I thank God I was not much disturbed at it.

1665-08-15 05:15   Something put last night’s dream into my head, which I think is the best that ever was dreamt, which was that I had my Lady Castlemayne in my armes and was admitted to use all the dalliance I desired with her.

1665-08-14 20:52   I did present my wife with the dyamond ring, awhile since given me by Dicke Vines’s brother, for helping him to be a purser, valued at about 10l, the first thing of that nature I did ever give her.

1665-08-14 17:48   To Sir W. Batten’s, where very merry, good cheer, and up and down the garden with great content to me, and, after dinner, beat Captain Cocke at billiards, won about 8s. of him and my Lord Bruncker.

1665-08-13 22:04   To bed with a mind as free as to the business of the world as if I were not worth 100l. in the whole world, every thing being evened under my hand in my books and papers.

1665-08-13 17:10   Clearing all matters in packing up my papers and books, and giving instructions in writing to my executors, thereby perfecting the whole business of my will, to my very great joy.

1665-08-12 19:32   I am told, too, that a wife of one of the groomes at Court is dead at Salsbury; so that the King and Queene are speedily to be all gone to Milton.

1665-08-12 19:27   My Lord Mayor commands people to be within at nine at night all, as they say, that the sick may have liberty to go abroad for ayre.

1665-08-12 19:10   The people die so, that now it seems they are fain to carry the dead to be buried by day-light, the nights not sufficing to do it in.

1665-08-12 13:58   Coming back to Deptford, old Bagwell walked a little way with me, and would have me in to his daughter’s, and there he being gone dehors, ego had my volunté de su hija.

1665-08-12 13:20   I down to Greenwich and sent away the Bezan, thinking to go with my wife to-night to come back again to-morrow night to the Soveraigne at the buoy off the Nore.

1665-08-11 21:27   So long as I keep myself in company at meals and do there eat lustily, I am as well as can be, but when I come to be alone, I do not eat in time, nor enough, nor with any good heart, and I immediately begin to be full of wind.

1665-08-11 20:36   At my papers, and putting up my books into chests, and settling my house and all things in the best and speediest order I can, lest it should please God to take me away, or force me to leave my house.

1665-08-11 11:40   I to the Exchequer, about striking new tallys, and I find the Exchequer, by proclamation, removing to Nonesuch.

1665-08-11 10:04   A pleasant rencontre happened in having a young married woman brought me by her father, to get her husband off that he should not go to sea. Uno ombre pouvait avoir done any cosa cum ella, but I did natha sino besar her.

1665-08-10 21:26   Home, to draw over anew my will, which I had bound myself by oath to dispatch by to-morrow night; the town growing so unhealthy, that a man cannot depend upon living two days to an end.

1665-08-10 11:44   An odd story of Alderman Bence’s stumbling at night over a dead corps in the street, and going home and telling his wife, she at the fright, being with child, fell sick and died of the plague.

1665-08-10 11:31   In great trouble to see the Bill this week rise so high, to above 4,000 in all, and of them above 3,000 of the plague.

1665-08-10 07:30   Called upon by my she-cozen Porter, the turner’s wife, to tell me that her husband was carried to the Tower, for buying of some of the King’s powder, and would have my help, but I could give her none.

1665-08-09 20:55   To my office, where Tom Hater to the writing of letters with me, which have for a good while been in arreare, and we close at it all day.

1665-08-08 20:12   Home through the City again, wishing I may have taken no ill in going; but I will go, I think, no more thither.

1665-08-08 19:10   To Westminster Hall, where talking, hearing very sad stories from Mrs. Mumford. Poor Will, that used to sell us ale at the Hall-door, his wife and three children died, all, I think, in a day.

1665-08-08 13:27   After dinner Bagwell’s wife waited at the door, and went with me to my office, en lequel jo haze todo which I had a corasón a hazer con ella.

1665-08-07 18:37   There comes Luellin, about Mr. Deering’s business of planke, and offers me twenty pieces in gold, as Deering had done some time since himself, but I both then and now refused it, resolving not to be bribed to dispatch business.

1665-08-07 15:57   I met Dr. Twisden, Mr. Povy, Mr. Lawson, and Stockdale about settling their business of money; but such confusion I never met with, nor could anything be agreed on, but parted like a company of fools, I vexed to lose so much time and pains to no purpose.

1665-08-07 07:42   My Lady Pen went forth and I staid there talking with Mrs. Pegg and looking over her pictures, and commended them; but, Lord! so far short of my wife’s, as no comparison.

1665-08-06 22:15   It raining hard, down to Woolwich, where after some little talk to bed.

1665-08-06 07:04   Had my head combed by my little girle, to whom I confess que je sum demasiado kind, nuper ponendo sæpe mes mains in su dos choses de son breast. Mais il faut que je leave it, lest it bring me to alguno major inconvenience.

1665-08-05 20:12   I am told of a great ryott upon Thursday last in Cheapside; Colonell Danvers, a delinquent, having been taken, and in his way to the Tower was rescued from the captain of the guard, and carried away.

1665-08-05 18:10   De Ruyter is come home, with all his fleet, which is very ill news, considering the charge we have been at in keeping a fleet to the northward so long, besides the great expectation of snapping him.

1665-08-05 13:30   My Lord Bruncker and I talked over several businesses, among others our design upon the mast docke, which I hope to compass and get 2 or 300l. by.

1665-08-05 08:22   Away by water, having ordered in the yard six or eight bargemen to be whipped, who had last night stolen some of the King’s cordage from out of the yard.

1665-08-05 06:10   My wife showed me several things of her doing, especially one fine woman’s Persian head mighty finely done, beyond what I could expect of her.

1665-08-04 22:44   I took boat and down to Woolwich very late, and there found my wife and her woman upon the key hearing a fellow in a barge that lay by fiddle.

1665-08-04 19:32   Home, and found all things well, and letters from Dover that my Lord Hinchingbroke is arrived at Dover, and would be at Scott’s hall this night, where the whole company will meet. I wish myself with them.

1665-08-04 14:04   I took horse, and Mr. Barrow with me bore me company to Gravesend, discoursing of his business, wherein I vexed him, and he me, I seeing his frowardness, but yet that he is in my conscience a very honest man.

1665-08-04 08:26   With much joy, bade “God be with you!” and an end I think it will be to my mirth for a great while, it having been the passage of my whole life the most pleasing for the time.

1665-08-04 06:46   To Mr. Pett’s, who led us into his garden, and there the lady, the best humoured woman in the world, and a devout woman, clambered up to the top of the banquetting-house to gather nuts.

1665-08-03 21:50   Come to Chatham mighty merry, and anon to supper. Sir G. Carteret did take an opportunity to speak with much value and kindness to me, which is of great joy to me.

1665-08-03 17:32   We had some difference with some watermen, who would not tow the horses over under 20s, whereupon I swore to send one of them to sea and will do it.

1665-08-03 12:43   I took leave of my Lady Sandwich, and then down to the buttery, and eat a piece of cold venison pie, and drank and took some bread and cheese in my hand; and so mounted after them.

1665-08-03 11:05   I rode very finely to Dagenhams; all the way people, citizens, walking to and again to enquire how the plague is in the City this week by the Bill; which by chance, at Greenwich, I had heard was 2,020 of the plague, and 3,000 and odd of all diseases.

1665-08-03 06:03   Up, and betimes to Deptford to Sir G. Carteret’s, where, not liking the horse that had been hired by Mr. Uthwayt for me, I did desire Sir G. Carteret to let me ride his new 40l. horse, which he did, and so I left my ‘hacquenee’ behind.

1665-08-02 17:32   Allowing myself several sums which I had hitherto not reckoned myself sure of, because I would not be over sure of any thing, though with reason I might do it, I did find myself really worth 1900l, for which the great God of Heaven and Earth be praised!

1665-08-02 17:20   It being a public fast for the plague; I within doors all day, and upon my monthly accounts.

1665-08-01 22:47   Drove hard home, and it was night ere we got to Deptford, where, with much kindness from them to me, I left them, and home to the office, where I find all well.

1665-08-01 13:58   Very merry at dinner, and so to talk and laugh after dinner, and up and down, some to one place, some to another, full of content on all sides.

1665-08-01 08:02   I first to see the bridegroom and bride, and found them both up, and he gone to dress himself. Both red in the face, and well enough pleased this morning with their night’s lodging.
