YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1662-04-18 10:00   I told Jane how much I did love the boy for her sake, and how much it do concern to correct the boy. So at last she was well pleased.

1662-04-18 09:45   The boy’s sister came to me down and begged for him. So I forebore.

1662-04-18 09:40   Sending the boy into the cellar for some beer I followed him with a cane and did there beat him for his staying of arrands and other faults.

1662-04-17 19:50   Sir W. Batten told me that he had spoke to the Duke about raising our houses, and he hath given us leave to do it, at which I am glad.

1662-04-17 09:10   To Mr. Holliard’s in the morning, thinking to be let blood, but he was gone out.

1662-04-16 11:40   Up early and took my physique; it wrought all the morning well.

1662-04-15 18:20   We saw some new-fashion pettycoats of sarcenett, with a black broad lace printed round the bottom, very handsome, but we did not buy one.

1662-04-15 18:00   With my wife, by coach, to the New Exchange, to buy her some things.

1662-04-14 20:22   And yet all my design was that I might the freer go to Portsmouth when the rest go to pay off the yards there, which will be very shortly.

1662-04-14 20:20   Whether my wife suspected anything or no I know not, but she is quite off of her going to Brampton, which something troubles me.

1662-04-14 18:00   To Paternoster Row to buy things for my wife against her going.

1662-04-14 16:10   We to the Paynter’s, and there sat the last time for my little picture, which I hope will please me.

1662-04-14 09:20   I lay very long in bed to-day, talking with my wife, and persuaded her to go to Brampton, next week, to cure her ague by change of ayre.

1662-04-13 20:20   Mr. Pickering intends to go to Portsmouth to meet the Queen this week; which is now the discourse and expectation of the town.

1662-04-13 20:05   To Graye’s Inn walkes; and there met Mr. Pickering and walked with him two hours till I was quite weary.

1662-04-13 15:40   I went to the Temple to Church. A boy, being asleep, fell down a high seat to the ground, ready to break his neck, but got no hurt.

1662-04-12 16:30   I wrote a letter to Mr. Coventry about business, and did excuse my not waiting on him myself so often as others do for want of leisure.

1662-04-12 11:40   Being provoked by some impertinence of Sir W. Batten’s, I called him unreasonable man, at which he was very angry and so was I.

1662-04-11 22:50   Home and walked with my wife on the leads late, and so the barber came to me, and so to bed very weary, which I seldom am.

1662-04-11 13:10   At Greenwich we walked into the Park, where the King hath planted trees and made steps in the hill up to the Castle, which is magnificent.

1662-04-11 10:20   Captn. Minnes and the other Captains tell me that negros drowned look white and lose their blackness, which I never heard before.

1662-04-11 06:10   With Sir W. Pen by water to Deptford; and among the ships now going to Portugall with men and horse, to see them dispatched.

1662-04-11 05:30   Up early to my lute and a song.

1662-04-10 22:40   Late at the office. Home with my mind full of business. So to bed.

1662-04-10 13:30   Yesterday came Col. Talbot with letters from Portugall, that the Queen is resolved to embarque for England this week.

1662-04-09 13:10   Sir George showed me an account of the famine, which is to the greatest extremity in some part of France at this day, which is very strange.

1662-04-09 12:50   To dinner at the Dolphin, where a good chine of beef and other good cheer.

1662-04-08 20:30   By the way home and on Ludgate Hill there being a stop I bought two cakes, and they were our supper at home.

1662-04-08 13:10   I sent for a barrel of oysters and a breast of veal roasted, and were very merry; but I cannot down with their dull company and impertinent.

1662-04-08 12:00   So to dinner, and in comes uncle Fenner and the two Joyces. 

1662-04-07 21:10   The great talk is, that the Spaniards and the Hollanders do intend to set upon the Portuguese, at Lisbon, as soon as our fleet is come away.

1662-04-07 14:20   I was troubled in my head after the little wine I drank, and did promise to drink no more wine but one glass a meal till Whitsuntide next.

1662-04-07 10:00   I desired my Lord Privy Seal would make another deputy for me; but he told me he could not do it without the King’s consent, which vexed me.

1662-04-06 17:40   To Graye’s Inn walks, the first time I have been there this year, and it is very pleasant and full of good company.

1662-04-06 14:30   With Sir G. Carteret to his lodgings to dinner, with him and his lady, where I saluted her, and was well received as a stranger by her.

1662-04-06 11:23   Among other things, he did much insist upon the sin of adultery: which methought might touch the King.

1662-04-06 11:20   I heard a very honest sermon before the King by a Canon of Christ Church, upon these words, “Having a form of godliness, but denying,” &c.

1662-04-06 09:40   By water to White Hall, to Sir G. Carteret, to give him an account of the backwardness of the ships we have hired to Portugall.

1662-04-05 20:00   By coach first to Moorfields and there walked, and thence to Islington and had a fine walk in the fields there.

1662-04-05 15:50   Sir W. Batten and I viewed our houses with a workman in order to the raising of our roofs higher to enlarge our houses.

1662-04-05 12:45   Sir G. Carteret seemed much pleased with me, and I hope will be the ground of a future interest of mine in him, which I shall be glad of.

1662-04-05 12:35   Sir G. Carteret and I walked together alone in the garden, taking notice of some faults in the office, particularly of Sir W. Batten’s.

1662-04-04 19:30   I was troubled to see a dead man floating upon the waters, and had done four days. Nobody takes him up to bury him, which is very barbarous.

1662-04-04 13:10   By barge Sir George, Sir Williams both and I to Deptford, and there fell to pay off the Drake and Hampshire, then to dinner.

1662-04-03 18:30   At home and at the office all day.

1662-04-02 17:55   Met Mr. Sanchy, Smithes, Gale, and Edlin at the play, but having no great mind to spend money, I left them there.

1662-04-02 17:40   My wife and I saw “The Bondman” most excellently acted; and though we had seen it so often, yet I never liked it better than to-day.

1662-04-02 11:20   We got places and staid to hear a sermon; but, it being a Presbyterian one, it was so long, that after above an hour of it we went away.

1662-04-02 10:15   Mr. Moore and I to the Spittle before my Lord Mayor and the blewcoat boys come, which they did, and a fine sight of charity it is indeed.

1662-04-01 19:40   I took them to Islington, and then, after a walk in the fields, I took them to the great cheese-cake house and entertained them.

1662-04-01 15:25   I sent the maid of the house into a room to my Lady Paulina, and she did what she had a mind to, and so back again to the play.

1662-04-01 15:15   My Lady Paulina, who had taken physique this morning, had need to go forth, and so I took the poor lady out and carried her to the Grange.

1662-04-01 14:20   Mr. Herbert and I and the two young ladies and my wife to the playhouse, the Opera, and saw “The Mayde in the Mill,” a pretty good play.

1662-04-01 12:10   I paid our maid Nell her whole wages, who has been with me half a year, and now goes away for altogether.

