YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1661-05-19 14:41   So we went down into the garden and dragged Capt. Ferrers to the bench, where he looked like a dead man, but could not stir.

1661-05-19 14:39   We found Capt. Ferrers crawled upon his knees, but could not rise.

1661-05-19 14:38   The balcone windows were open and Capt. Ferrers leaps down into the garden: the most desperate frolic that ever I saw in my life.

1661-05-19 14:33   I, giving Capt. Ferrers some hopes, he grew so mad with joy that he fell a-dancing and leaping like a madman.

1661-05-19 14:30   To my Lord’s. Capt. Ferrers is in doubt whether he shall go to sea or no, but swears that he would go if he were sure never to come back.

1661-05-19 11:50   Into the garden, and walked a turn or two, but found it not so fine a place as I always took it for by the outside.

1661-05-19 11:00   At York House I found them at mass, it being the Spanish ambassodors; and so I go into one of the gallerys, and there heard two masses done.

1661-05-18 17:40   I home, where I staid all the afternoon in the garden reading “Faber Fortunae” with great pleasure.

1661-05-18 10:50   At Westminster, where it was very pleasant to see the Hall in the condition it is now with the judges on the benches at the further end.

1661-05-18 09:35   Upon the start, the wager boats fell foul one of another, till at last one of them gives over, pretending foul play, and all our sport lost.

1661-05-18 09:30   Spying of Payne in a gully, I went into him, and there staid, thinking to have gone to Chelsy with them.

1661-05-18 09:15   Being through bridge I found the Thames full of boats and gallys, and upon inquiry found that there was a wager to be run this morning.

1661-05-18 09:00   Towards Westminster, by water, and was fain to stand upon one of the piers about the bridge, before the men could drag their boat through.

1661-05-17 22:20   Home to my musique, and my wife and I sat singing in my chamber a good while together, and then to bed.

1661-05-17 13:40   To our dinner we had a fellow play upon the bagpipes and whistle like a bird exceeding well, and I had a fancy to learn to whistle as he do.

1661-05-16 20:50   We, with the rest of the servants in the hall, sat down and eat of the best cold meats that ever I eat on in all my life.

1661-05-16 19:40   I took Mr. Creed by water to the Wardrobe with me, and there we found my Lord newly gone away with the Duke of Ormond and some others.

1661-05-16 17:30   To the Theatre, and there saw the latter end of “The Mayd’s Tragedy,” which I never saw before, and methinks it is too sad and melancholy.

1661-05-16 15:20   Quite contrary to my expectations, the Lords did treat me civilly, telling me that what they had done was out of zeal to the King’s service.

1661-05-16 14:50   I went in my velvet coat by water to the Savoy, and there, having staid a good while, I was called into the Lords.

1661-05-15 22:10   To bed, being in great fear because of the shavings which lay all up and down the house and cellar, for fear of fire.

1661-05-15 16:15   I give the men a surly answer, and they went away to complain, but I resolve to go to-morrow myself to these Lords and answer them.

1661-05-15 16:10   There came two men with an order from a Committee of Lords to demand some books of me out of the office.

1661-05-15 14:20   Home and found all my joyner’s work now done, but only a small job or two, which please me very well.

1661-05-14 22:40   Finding my head grow weak now-a-days if I come to drink wine and therefore hope I shall leave it off of myself, which I pray God I could do.

1661-05-14 21:50   My uncle Wight, Mr. Talbot, and others were with us, and we were pretty merry.

1661-05-14 19:40   Mr. Shepley came to me for some money, and so he and I to the Mitre, and there we had good wine and a gammon of bacon.

1661-05-14 09:10   My Lord spoke slightingly of Mr. Creed, as that he had no opinion of him, but only he was forced to make use of him because of his accounts.

1661-05-14 08:40   My Lord told me of his intention to get the Muster Master’s place for Mr. Pierce, the purser, who he has a mind to carry to sea with him.

1661-05-13 20:10   The office being done I went home and took pleasure to see my work draw to an end.

1661-05-13 13:00   Mr. Creed and I went to the ordinary behind the Exchange, where we lately were, but I do not like it so well as I did.

1661-05-12 15:45   Methought it was a poor dry sermon. And I am afeard my former high esteem of Dr. Fuller preaching was more out of opinion than judgment.

1661-05-12 15:40   At the Savoy heard Dr Fuller preach upon David’s words, “I will wait with patience all the days of my appointed time until my change comes.”

1661-05-12 06:50   I put in a vent into the hole to keep it open till all the matter be come out, and so I question not that my wife will soon be well again.

1661-05-12 06:45   My wife had a very troublesome night and in great pain, but her swelling broke, and she was in great ease presently as she useth to be.

1661-05-11 20:50   Mr. Hater brought my last quarter’s salary, of which I was very glad, because I have lost my first bill for it.

1661-05-11 20:20   I went home, and there staid and saw my workmen follow their work, which this night is brought to a very good condition.

1661-05-11 11:10   To a barber’s, where I had my haire cut, in which I am lately become a little curious, finding that the length of it do become me very much.

1661-05-10 18:40   Came Mr. Blackburn and Creed to see me, and I took them to the Dolphin, and there drank a great deal of Rhenish wine with them and so home.

1661-05-10 16:10   At the office all the morning, and the afternoon among my workmen with great pleasure, because being near an end of their work.

1661-05-10 14:30   Mr. Hater received for me the 225l. due upon Mr. Creed’s bill in which I am concerned so much, which do make me very glad.

1661-05-09 22:30   By and by comes in my Lord, and so, after looking over my accounts, I returned home, being a dirty and dark walk. So to bed.

1661-05-09 21:50   I walked to the Wardrobe, and my Lady shewed me all the lodgings as they are now fitted, and they seem pretty pleasant.

1661-05-09 14:40   I meeting with Mr. Childe took him to the Swan Tavern in King Street, and there did give him a tankard of white wine and sugar.

1661-05-09 11:50   My wife being ill and in great pain with her old pain, which troubled me much because that my house is in this condition of dirt.

1661-05-08 20:42   It vexed me to see how my uncle writes to me, as if he were not able to buy my Cozen Perkin a fiddle. But I intend tomorrow to send him one.

1661-05-08 20:40   A letter from my uncle, to beg a fiddle for my Cozen Perkin, whose mill hath lately broke down. Now he hath nothing to live by but fiddling.

1661-05-08 19:10   Comes my wife not well, having had a tooth drawn out to-day, which do trouble me, the more because I am now in the greatest of all my dirt.

1661-05-08 18:20   All this day I staid at home with my workmen without eating anything, and took much pleasure to see my work go forward.

1661-05-08 08:20   Came my brother John to take his leave of me, he being to return to Cambridge. I did give him good counsell and 20s, and so he went away.

1661-05-07 21:10   Sent my Lord a letter to excuse myself for not going to-morrow to the Hope, whither he is to go to see in what condition the fleet is in.

1661-05-07 18:10   Home and staid among my workmen all day, and took order for things for the finishing of their work.

1661-05-07 14:00   An excellent droll, my host, his wife so fine a woman; sung and played so well that I staid a great while and drunk a great deal of wine.

1661-05-07 13:40   Mr. Creed carried me to an ordinary by the Old Exchange, where we come a little too late, but we had very good cheer for our 18d. a-piece.

1661-05-07 09:40   We were stopped by the City traynebands, who go in solemnity and pomp to muster before the King and the Duke. Shops are shut up every where.

1661-05-06 21:50   I hear that the Duke of York’s son is dead, which I believe will please every body; the Duke and his Lady are not much troubled at it.

1661-05-06 21:20   I went and sat till late with my Lady Batten, both the Sir Williams being gone this day to pay off some ships at Deptford.

1661-05-06 12:00   Home, where I was much troubled to see no more work done in my absence than there was, but it could not be helped.

1661-05-05 21:10   In the banquet house my wife and I did talk high, she against and I for Mrs. Pierce (that she was a beauty), till we were both angry.

1661-05-05 15:40   In the garden we played the fool a great while, trying who of Mr. Creed or I could go best over the edge of an old fountain well.

1661-05-05 11:30   Mr. Creed and I went to the red-faced Parson’s church, and heard a good sermon of him, better than I looked for.

1661-05-04 22:15   We lay at the Red Lyon, the best Inn, and lay in the room the King lately lay in.

1661-05-04 22:00   So to supper being very merry about our discourse with the Drawers concerning the minister of the Town, with a red face and a girdle.

1661-05-04 17:00   And so to Gilford. We had time to see the Hospital, built by Archbishop Abbott, and the free school and were civilly treated by the Mayster.

1661-05-03 22:20   Here my wife and I lay in the room the Queen lately lay at her going into France.

1661-05-03 17:30   To Petersfield, having nothing more of trouble in all my journey, but the exceeding unmannerly and most epicure-like palate of Mr. Creed.

1661-05-03 13:10   To the payhouse, and paid off the ship, and so to a short dinner. Then took coach, leaving Mrs. Hater to stay with her husband’s friends.

1661-05-03 07:50   To walk with Mr. Creed, and it was in his and some others’ thoughts to have got me made free of the town but the Mayor, it seems, unwilling.

1661-05-02 16:20   To see the Montagu, which is a fine ship, and so to the town again, then to see the room where the Duke of Buckingham was killed by Felton.

1661-05-02 15:40   Brought them all to dinner with me, and treated them handsomely; after dinner to the Yard, and there we made the sale of the old provisions.

1661-05-02 11:10   All the officers of the Yard to see me with great respect, and I walked with them to the Dock, and much pleased with the sight of the place.

1661-05-01 21:20   Several officers of the Yard came to see us to-night, and merry we were, but troubled to have no better lodgings.

1661-05-01 13:50   We set forth again, and so to Portsmouth, seeming to me to be a very pleasant and strong place.

1661-05-01 10:00   Bated at Petersfield, in the room which the King lay in lately at his being there. Here very merry, and played us and our wives at bowls.
