YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1663-02-13 20:25   I would not choose Valentines because of getting charge both to me for mine and to them for her, which did not please her.

1663-02-13 20:20   My wife had a great mind to choose Valentines against to-morrow, I Mrs. Clerke, or Pierce, she Mr. Hunt or Captain Ferrers.

1663-02-13 16:10   My Lord Windsor is come home from Jamaica, unlooked-for; which makes us think that these young Lords are not fit to do any service abroad.

1663-02-13 11:40   Our maid Susan is very ill, and so the whole trouble of the house lies upon our maid Mary, who do it very contentedly and mighty well.

1663-02-13 10:07   Mr. Cole, our timber merchant, sent me five couple of ducks.

1663-02-12 14:20   Mary Ashwell dined with us, and after dinner went away again, being agreed to come to us about three weeks or a month hence.

1663-02-12 12:10   My wife’s brother brought Mary Ashwell with him, whom we find a likely person to please us, both for person, discourse, and other qualitys.

1663-02-11 22:07   My wife read Sir H. Vane’s tryall to me, and I find it a very excellent thing, worth reading, and him to have been a very wise man.

1663-02-11 14:40   Our new maid Mary has played her part very well in her readiness and discretion in attending me, of which I am very glad.

1663-02-11 13:48   My wife and I dined on a pullet and I eat heartily, having eat nothing but water gruel and posset drink.

1663-02-10 19:22   Sir W. Warren left a state dish of silver, and cup, with my arms ready cut upon them, which is a noble present, and the best I ever had.

1663-02-10 11:02   Most of my disease, itching and pimples, are gone. I am glad to see that I am so much inquired after and my sickness taken notice of.

1663-02-09 22:31   Sir J. Minnes’ Venice treacle being better than the others, I did take it and fell into a great sweat, and came out of it.

1663-02-09 08:13   It being some disorder given the blood, but by what I know not, unless it be by my late quantitys of Dantzic-girkins that I have eaten.

1663-02-09 08:10   By the Apothecary’s advice, I am to sweat soundly, and that will carry all this matter away which nature would of itself eject.

1663-02-09 06:30   I had a very bad night of it, in great pain in my stomach, and in great fever.

1663-02-08 19:49   I found this afternoon that all my body is inflamed, and my face in a sad redness and swelling and pimpled.

1663-02-08 15:28   At Court, a child was dropped by one of the ladies in dancing, but nobody knew who, it being taken up by somebody in their handkercher.

1663-02-08 11:00   Though a great scholler, Dr. Duport made the most flat dead sermon, that ever I heard, and very long beyond his hour, which made it worse.

1663-02-08 10:07   To chappell, where there preached little Dr. Duport, of Cambridge, upon Josiah’s words, “But I and my house, we will serve the Lord.”

1663-02-07 20:44   To my writing of letters late, and making my Alphabet to my new Navy book very pretty.

1663-02-06 16:48   To my Lord Sandwich, there being a Committee to sit upon the contract for the Mole, which I dare say none of us that were there understood.

1663-02-06 11:55   I bought Hudibras again, it being some ill humour to be so against that which all the world cries up to be the example of wit.

1663-02-06 11:30   It being too soon to go to dinner, I looked upon the outside of the new theatre, now a-building in Covent Garden, which will be very fine.

1663-02-05 22:10   I walked home, it being a great frost still, and to my office, there late writing letters of business, and so home to supper and to bed.

1663-02-05 14:07   I found dinner so well done, above what I did expect from my mayde Susan, now Jane is gone, that I did call her in and give her sixpence.

1663-02-04 20:07   To the office, where after doing some business I went home, where I found our new mayde Mary, that is come in Jane’s place.

1663-02-04 11:44   Dr. Crumlum did me honour by telling many what a present I had made to the school, shewing my Stephanus, in four volumes, cost me 4l. 10s.

1663-02-04 11:32   I went up to see the head forms posed in Latin, Greek, and Hebrew, but I think they did not answer in any so well as we did.

1663-02-04 09:07   To Paul’s School. I heard some of their speeches, of the seven liberal sciences; but I think not so good as ours were in our time.

1663-02-03 14:15   Mr. Ashwell’s daughter will be fit, I think, as any for our turn. The conditions I know not what they will be, he leaving it wholly to her.

1663-02-03 13:55   Mr. Creed dined with me, and Mr. Ashwell, with whom after dinner I discoursed concerning his daughter coming to live with us.

1663-02-02 17:33   Home and there found Jane gone. I could hardly forbear shedding tears for fear the poor wench should come to any ill condition.

1663-02-02 15:15   I called at my brother’s, who is at church, at the buriall of young Cumberland, a lusty young man.

1663-02-02 13:48   Mr. Gawden and I did fall out, he defending himself in the readiness of his provision, when I know that the ships everywhere stay for them.

1663-02-02 10:03   Mr. Ashwell’s wife came to me, and by discourse I perceive their daughter is very fit for my turn if my family may be as much for hers.

1663-02-02 07:07   After paying Jane her wages I went away because I could hardly forbear weeping. She cried, saying it was not her fault that she went away.

1663-02-01 16:32   Walking in White Hall garden we did see the King coming privately from my Lady Castlemaine’s; which is a poor thing for a Prince to do.

1663-02-01 13:51   I was pleased to see dinner neatly done, and this troubled me to think of parting with Jane, that is come to be a good cook.
