YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1660-07-08 21:30   Mr. Fairebrother told me how he had perfectly procured me to be made Master in Arts by proxy, which did somewhat please me.

1660-07-08 11:40   The Bishop of Chichester preached before the King a flattering sermon, which I did not like that Clergy should meddle with matters of state.

1660-07-08 11:10   To White Hall chapel. I heard very good music, the first time that ever I remember to have heard the organs and singing-men in surplices.

1660-07-07 16:10   To the Navy Office, where I began to take an inventory of the papers, and goods, and books of the office.

1660-07-07 11:30   To the Change, where I bought two fine prints of Ragotts from Rubens, and afterwards dined with my Uncle and Aunt Wight.

1660-07-07 09:50   I took an order for the advance of the salaries of the officers of the Navy, and I find mine to be raised to 350l. per annum.

1660-07-06 22:20   In the dark W. Howe and I did sing extemporys, and I find by use that we are able to sing a bass and a treble pretty well.

1660-07-06 20:10   Mr. Pim took me to the Half Moon, and the house so full that we staid above half an hour before we could get anything.

1660-07-06 19:20   Called at Mr. Pim’s, about getting me a coat of velvet.

1660-07-06 16:30   Sir Geoffry Palmer, who did give me advice about my patent, which put me to some doubt to know what to do, Barlow being alive.

1660-07-06 15:10   My Lord and I, and Mr. Coventry and Sir G. Carteret, took possession of the Navy Office, whereby my mind was cheered but my hopes not great.

1660-07-06 13:30   To my Lord’s and dined with W. Howe and Sarah, thinking it might be the last time that I might dine with them together.

1660-07-06 09:50   With my Lord at Whitehall, got the order of the Council for us to act.

1660-07-05 22:10   Comes Dr. Petty to me, to tell me that Barlow had come to town, and other things, which put me into a despair, and I went to bed very sad.

1660-07-05 14:20   Mr. Cooling told me how he had a project for all us Secretaries to join together, and get money by bringing all business into our hands.

1660-07-05 13:40   Met with Mr. Cooling, who took me to dinner among the gentlemen waiters, and after dinner into the wine-cellar.

1660-07-05 11:50   I was forced to walk all the morning in White Hall, not knowing how to get out because of the rain.

1660-07-05 11:30   I saw the King, the Dukes, and all their attendants go forth in the rain to the City, and it bedraggled many a fine suit of clothes.

1660-07-05 10:50   Mr. Hater was with me to-day, and I agreed with him to be my clerk.

1660-07-05 10:20   It rained, which makes us fear that the glory of this great day will be lost; the King and Parliament being to be entertained by the City.

1660-07-05 08:40   My brother Tom brought me my jackanapes coat with silver buttons.

1660-07-04 20:50   My Lord told me how my orders that I drew about giving us power to act, are granted by the Council. At which he and I were very glad.

1660-07-04 17:20   It was strange to see how all the people flocked together bare, to see the King looking out of the Council window.

1660-07-04 16:00   I took M. L’Impertinent and W. Bowyer to the Sun Tavern, and gave them a lobster and some wine, and sat talking like a fool.

1660-07-04 10:20   To view the houses in Seething Lane, where I find the worst very good, and had great fears in my mind that they will shuffle me out of them.

1660-07-04 08:10   I went to the Treasurer’s of the Navy, with whom I spake about the business of my office, who put me into very good hopes of my business.

1660-07-04 02:00   Till 2 in the morning writing letters and things for my Lord to send to sea.

1660-07-03 15:50   Dr. Petty did tell my Lord that Barlow was a sickly man, and did not intend to execute the place himself, which put me in comfort again.

1660-07-03 15:10   My heart was quite pulled down, by being told that Mr. Barlow was to enquire to-day for Mr. Coventry.

1660-07-03 14:00   Dined with Mr. Turner, to whom I offered 50l. out of my own purse, which he thanked me for; but I find he hath some design yet in his head.

1660-07-03 10:20   The Officers and Commissioners of the Navy, we met and agreed upon orders for the Council to supersede the old ones, and empower us to act.

1660-07-02 21:30   Supped with my Lord, he and I together, in the great dining-room alone by ourselves, the first time I ever did it in London.

1660-07-02 19:15   We had order to draw up such an order of the Council as would put us into action before our patents were passed. At which my heart was glad.

1660-07-02 19:00   My Lord went home, and there the principal Officers of the Navy, among the rest myself was reckoned one.

1660-07-02 17:10   All the afternoon with my Lord, going up and down the town.

1660-07-02 13:50   Met with Washington, with whom I dined at the Bell Tavern, but the rogue had no more manners than to invite me and to let me pay my club.

1660-07-02 11:40   Infinite of business that my heart and head and all were full.

1660-07-01 22:40   To my Lord’s, where late at night comes Mr. Morland, whom I left prating with my Lord, and so home.

1660-07-01 16:40   I saw Mynheer Roder, that is to marry Sam Hartlib’s sister, a great fortune for her to light on, she being worth nothing in the world.

1660-07-01 15:10   To the Abbey, where a good sermon by a stranger, but no Common Prayer yet.

1660-07-01 13:30   I went to the cook’s and got a good joint of meat, and my wife and I dined at home alone.

1660-07-01 09:20   Came home my fine Camlett cloak, with gold buttons, and a silk suit, which cost me much money, and I pray God to make me able to pay for it.
