YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1660-09-04 11:50   I did many things this morning, as looking over the joiners, who are flooring my diningroom, and doing business with Sir Williams both.

1660-09-03 20:40   This day my father and my uncle Fenner and his sons, have been at my house to see it. My wife did treat them nobly with wine and anchovies.

1660-09-03 14:30   With Mr. Moore to my house to cast up our Privy Seal accounts, where I found that my Lord’s comes to 400 and odd pounds, and mine to 132l.

1660-09-03 10:50   I took leave of my Lord, he going to the Downs, which put me in mind of his first voyage, which he did begin like this from Lambeth.

1660-09-03 09:40   To the goldsmith, where I bought my wedding ring, and got him to put a gold ring to the jewell, which the King of Sweden did give my Lord.

1660-09-02 22:40   I drank till the daughter began to be very loving to me and kind, and I fear is not so good as she should be.

1660-09-02 21:10   To Mrs. Crisp’s, where I sat late, and did give them a great deal of wine, it being a farewell cup to Laud Crisp.

1660-09-02 15:30   To St. Margarett’s, and heard a good sermon upon “Teach us the old way,” wherein he ran over all the new tenets in policy and religion.

1660-09-02 11:45   To chappell, where Dr. Fern, a good honest sermon upon “The Lord is my shield.” After sermon a dull anthem.

1660-09-02 10:20   I and Mr. Sheply told out my money, and made even for my Privy Seal fees and gratuity money, &c., to this day between my Lord and me.

1660-09-01 23:20   Late home, and what with business and my boy’s roguery my mind being unquiet, I went to bed.

1660-09-01 14:08   They left it to me to be judge, and the cause to be determined next Tuesday morning at the same place, and the loser to spend 10s.

1660-09-01 13:55   Rose a dispute between Mr. Moore and Dr. Clerke, the former affirming that it was essential to a tragedy to have the argument of it true.

1660-09-01 13:40   We dined at the Bullhead upon the best venison pasty that I eat of in my life, and with one dish more it was the best dinner I ever was at.

1660-09-01 11:40   Mr. Baron had got possession of the office from his brother Bickerstaffe which is much to our admiration, it being against all open justice.

1660-09-01 09:30   My Lord and I did look over the Commission drawn for him by the Duke’s Council, which I do not find my Lord displeased with.
