YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
1663-03-07 12:40   To dinner, and met The. Turner, who is come on foot in a frolique to beg me to get a place at sea for John, their man, which is a rogue.

1663-03-07 12:08   Sir W. Pen began to talk with me like a counterfeit rogue very kindly about his house, but he is a cheating fellow, so I answered nothing.

1663-03-06 21:41   My Lord Sandwich is so ill that Mr. Povy is much afeard of him, which puts me to pain, not more for my own sake than for his poor family’s.

1663-03-06 20:07   My boy Waynman’s brother was with me, and I did tell him again that I must part with the boy, for I will not keep him.

1663-03-06 18:48   The House of Commons have been very high against the Papists, being incensed by the stir which they make for their having an Indulgence.

1663-03-06 15:20   We did discourse at again about Sir W. Pen’s patent to be his assistant, and I perceive Sir J. Minnes is resolved never to let it pass.

1663-03-06 12:59   There dined with us Mr. Falconer’s new wife, which had been his mayde, but seems to be a genteel woman, well enough bred and discreet.

1663-03-06 12:07   To the rope yard and ordered several matters, and so into Mr. Falconer’s, where we had some fish, which we brought with us, dressed.

1663-03-05 20:58   I shall meet with nothing to oppose my growing great in the office but Sir W. Pen, who is now well again, and comes into the office brisk.

1663-03-05 10:53   I found my Lord Sandwich very ill, and being several nights hindered from sleep, he is hardly able to open his eyes, which troubled me much.

1663-03-05 09:07   In the Hall I do hear that the Catholiques are in great hopes for all this, and do set hard upon the King to get Indulgence.

1663-03-04 19:31   I perfected an alphabet for my Navy Manuscript to my great content.

1663-03-03 22:07   Home to supper and to bed, the sooner having taken some cold yesterday upon the water, which brings me my usual pain.

1663-03-03 15:14   The King is highly incensed at the Parliament’s late opposing the Indulgence; which I am sorry for, and fear it will breed great discontent.

1663-03-03 14:20   After dinner I took them down into the wine-cellar, and broached my tierce of claret for them.

1663-03-03 14:07   We were as merry as I could be, having but a bad dinner for them.

1663-03-03 12:06   By promise, Mrs. Turner and her daughter, and Mrs. Morrice, came along with Roger Pepys to dinner.

1663-03-02 18:23   So to my office.

1663-03-02 18:21   My wife alone at work, the house foul, it being washing day, which troubled me, because tomorrow I must be forced to have friends at dinner.

1663-03-02 14:58   To the Ropeyard, and saw a trial between Riga hemp and Indian grass, which is pretty strong, but no comparison between it and the other.

1663-03-02 11:24   Going aboard the Hulke, I did fall into the ship, and had like to have broke my left hand, but I only sprained some of my fingers.

1663-03-02 09:44   There coming into the river two Dutchmen, we bought three Hollands cheeses, excellent cheeses, whereof I had two and Commissioner Pett one.

1663-03-02 09:30   We went down five miles with pleasure, it being a fine day, and a brave gale of wind, and had some oysters brought us aboard newly taken.

1663-03-02 07:04   By water with Commissioner Pett down to Woolwich, where we discoursed of several matters both there and at the Ropeyard.

1663-03-01 22:20   We all to bed, without prayers, it being washing day to-morrow.

1663-03-01 20:09   Home, whither came Will. Joyce, whom I have not seen here a great while, nor desire it a great while again, he is so impertinent a coxcomb.

1663-03-01 16:33   To my Lord Sandwich, who continues with a great cold, locked up.

1663-03-01 14:06   Much genteel company, and, among other things, I hear for certain that peace is concluded between the King of France and the Pope.

1663-03-01 11:04   Preached Dr. Lewes, said to have been a great witt; but he read his sermon every word, and so brokenly and so low, that nobody could hear.
